cache_key,cache_value,created_at,expires_at
mc:prod-usw2-eks:search:search-api-8352074-5b766:tcp_established,"{""value"":33939.81,""ts"":""2026-06-23 10:07:50""}",2026-06-23 10:07:50,2026-06-23 10:12:50
mc:prod-usw2-eks:identity:session-store-d825e25-14f9f:container_fs_usage_bytes,"{""value"":16807.21,""ts"":""2026-06-23 09:33:42""}",2026-06-23 09:33:42,2026-06-23 09:38:42
mc:prod-use2-eks:payments:payments-api-7fa4649-debd8:container_fs_usage_bytes,"{""value"":74712.71,""ts"":""2026-06-23 10:27:57""}",2026-06-23 10:27:57,2026-06-23 10:32:57
mc:prod-use2-eks:checkout:cart-svc-26a7d77-aafdc:container_memory_working_set_bytes,"{""value"":40556.44,""ts"":""2026-06-23 10:26:34""}",2026-06-23 10:26:34,2026-06-23 10:31:34
mc:prod-usw2-eks:ledger:ledger-svc-2014124-29b88:http_request_duration_ms,"{""value"":8161.95,""ts"":""2026-06-23 06:40:05""}",2026-06-23 06:40:05,2026-06-23 06:45:05
mc:dr-use1-eks:platform:config-svc-0f5b883-4b9e2:container_fs_usage_bytes,"{""value"":98541.21,""ts"":""2026-06-23 09:50:41""}",2026-06-23 09:50:41,2026-06-23 09:55:41
mc:prod-use2-eks:inventory:inventory-svc-bfded25-1e6d2:container_fs_usage_bytes,"{""value"":15889.14,""ts"":""2026-06-23 11:48:54""}",2026-06-23 11:48:54,2026-06-23 11:53:54
mc:prod-usw2-eks:platform:image-resizer-9683178-b7560:container_network_receive_bytes_total,"{""value"":960.66,""ts"":""2026-06-23 08:04:33""}",2026-06-23 08:04:33,2026-06-23 08:09:33
mc:dr-use1-eks:notifications:notifications-b036879-82982:container_memory_working_set_bytes,"{""value"":90979.25,""ts"":""2026-06-23 06:52:57""}",2026-06-23 06:52:57,2026-06-23 06:57:57
mc:prod-use2-eks:checkout:checkout-web-47df111-4e24c:tcp_established,"{""value"":38919.59,""ts"":""2026-06-23 09:57:09""}",2026-06-23 09:57:09,2026-06-23 10:02:09
mc:prod-use2-eks:search:recommendation-e5d5555-c6e9b:tcp_established,"{""value"":19959.43,""ts"":""2026-06-23 07:52:03""}",2026-06-23 07:52:03,2026-06-23 07:57:03
mc:prod-usw2-eks:search:indexer-6c1eb29-ca471:kube_pod_container_status_restarts_total,"{""value"":83914.81,""ts"":""2026-06-23 07:17:38""}",2026-06-23 07:17:38,2026-06-23 07:22:38
mc:prod-usw2-eks:platform:config-svc-d193d56-68bd9:http_requests_total,"{""value"":71129.66,""ts"":""2026-06-23 08:59:16""}",2026-06-23 08:59:16,2026-06-23 09:04:16
mc:staging-use2-eks:notifications:notifications-26e9347-44fc8:process_open_fds,"{""value"":43831.63,""ts"":""2026-06-23 11:24:23""}",2026-06-23 11:24:23,2026-06-23 11:29:23
mc:dr-use1-eks:search:search-api-d416b43-7cb20:container_network_receive_bytes_total,"{""value"":81788.01,""ts"":""2026-06-23 09:30:24""}",2026-06-23 09:30:24,2026-06-23 09:35:24
mc:prod-usw2-eks:kube-system:coredns-37f1521-4cd3d:container_memory_working_set_bytes,"{""value"":875.45,""ts"":""2026-06-23 06:59:45""}",2026-06-23 06:59:45,2026-06-23 07:04:45
mc:prod-usw2-eks:checkout:checkout-web-f628153-c1833:container_memory_working_set_bytes,"{""value"":29614.76,""ts"":""2026-06-23 06:07:04""}",2026-06-23 06:07:04,2026-06-23 06:12:04
mc:prod-use2-eks:identity:auth-gateway-7b28269-a7447:go_gc_duration_seconds,"{""value"":79181.51,""ts"":""2026-06-23 10:01:32""}",2026-06-23 10:01:32,2026-06-23 10:06:32
mc:prod-use2-eks:orders:orders-worker-6ee3345-b0d20:container_fs_usage_bytes,"{""value"":35769.84,""ts"":""2026-06-23 08:44:33""}",2026-06-23 08:44:33,2026-06-23 08:49:33
mc:dr-use1-eks:checkout:cart-svc-da3cf51-00806:container_memory_rss,"{""value"":59469.07,""ts"":""2026-06-23 06:53:46""}",2026-06-23 06:53:46,2026-06-23 06:58:46
mc:dr-use1-eks:search:indexer-6af7422-f66fc:container_network_receive_bytes_total,"{""value"":18977.5,""ts"":""2026-06-23 11:22:53""}",2026-06-23 11:22:53,2026-06-23 11:27:53
mc:dr-use1-eks:search:search-api-d416b43-7cb20:container_network_receive_bytes_total,"{""value"":63628.29,""ts"":""2026-06-23 10:02:08""}",2026-06-23 10:02:08,2026-06-23 10:07:08
mc:prod-use2-eks:search:search-api-61d1d17-0014f:http_requests_total,"{""value"":62148.68,""ts"":""2026-06-23 06:42:14""}",2026-06-23 06:42:14,2026-06-23 06:47:14
mc:dr-use1-eks:notifications:notifications-b036879-82982:container_memory_rss,"{""value"":91895.03,""ts"":""2026-06-23 09:50:04""}",2026-06-23 09:50:04,2026-06-23 09:55:04
mc:prod-use2-eks:identity:auth-gateway-bf1d422-2018d:container_memory_working_set_bytes,"{""value"":27462.03,""ts"":""2026-06-23 11:36:44""}",2026-06-23 11:36:44,2026-06-23 11:41:44
mc:prod-use2-eks:checkout:checkout-web-47df111-4e24c:http_request_duration_ms,"{""value"":82840.03,""ts"":""2026-06-23 07:07:22""}",2026-06-23 07:07:22,2026-06-23 07:12:22
mc:prod-use2-eks:payments:payments-worker-bff7264-02c23:container_fs_usage_bytes,"{""value"":16622.81,""ts"":""2026-06-23 09:58:36""}",2026-06-23 09:58:36,2026-06-23 10:03:36
mc:dr-use1-eks:search:indexer-6af7422-f66fc:go_gc_duration_seconds,"{""value"":953.27,""ts"":""2026-06-23 10:32:54""}",2026-06-23 10:32:54,2026-06-23 10:37:54
mc:dr-use1-eks:platform:config-svc-0f5b883-4b9e2:http_requests_total,"{""value"":93522.81,""ts"":""2026-06-23 11:33:54""}",2026-06-23 11:33:54,2026-06-23 11:38:54
mc:prod-usw2-eks:search:indexer-b957537-8aa20:container_memory_working_set_bytes,"{""value"":20258.1,""ts"":""2026-06-23 11:37:24""}",2026-06-23 11:37:24,2026-06-23 11:42:24
mc:prod-usw2-eks:orders:orders-api-21c5d48-15186:container_memory_rss,"{""value"":22819.53,""ts"":""2026-06-23 07:20:37""}",2026-06-23 07:20:37,2026-06-23 07:25:37
mc:prod-usw2-eks:search:recommendation-1e52697-e4756:container_cpu_usage_seconds_total,"{""value"":39398.05,""ts"":""2026-06-23 11:27:28""}",2026-06-23 11:27:28,2026-06-23 11:32:28
mc:prod-use2-eks:checkout:checkout-web-c2eb578-2d181:container_cpu_usage_seconds_total,"{""value"":11591.78,""ts"":""2026-06-23 11:53:47""}",2026-06-23 11:53:47,2026-06-23 11:58:47
mc:prod-usw2-eks:checkout:cart-svc-ee38458-64d46:http_request_duration_ms,"{""value"":42345.89,""ts"":""2026-06-23 11:57:08""}",2026-06-23 11:57:08,2026-06-23 12:02:08
mc:dr-use1-eks:platform:config-svc-0f5b883-4b9e2:http_request_duration_ms,"{""value"":33954.27,""ts"":""2026-06-23 10:43:26""}",2026-06-23 10:43:26,2026-06-23 10:48:26
mc:prod-usw2-eks:ledger:ledger-svc-0744083-43011:container_network_receive_bytes_total,"{""value"":67845.29,""ts"":""2026-06-23 06:14:35""}",2026-06-23 06:14:35,2026-06-23 06:19:35
mc:prod-usw2-eks:notifications:notifications-abd2926-3451e:container_cpu_usage_seconds_total,"{""value"":13182.34,""ts"":""2026-06-23 08:57:48""}",2026-06-23 08:57:48,2026-06-23 09:02:48
mc:prod-usw2-eks:orders:orders-worker-0696c96-a62c8:tcp_established,"{""value"":90351.02,""ts"":""2026-06-23 11:21:36""}",2026-06-23 11:21:36,2026-06-23 11:26:36
mc:prod-use2-eks:checkout:cart-svc-527eb80-045c0:container_memory_working_set_bytes,"{""value"":34138.69,""ts"":""2026-06-23 07:22:27""}",2026-06-23 07:22:27,2026-06-23 07:27:27
mc:staging-use2-eks:platform:config-svc-929cd33-16be4:go_gc_duration_seconds,"{""value"":67646.94,""ts"":""2026-06-23 10:48:07""}",2026-06-23 10:48:07,2026-06-23 10:53:07
mc:dr-use1-eks:orders:orders-api-8330e48-f22f4:container_memory_rss,"{""value"":42276.04,""ts"":""2026-06-23 07:02:28""}",2026-06-23 07:02:28,2026-06-23 07:07:28
mc:prod-use2-eks:ledger:ledger-svc-204e643-7d23b:go_gc_duration_seconds,"{""value"":14729.61,""ts"":""2026-06-23 06:10:20""}",2026-06-23 06:10:20,2026-06-23 06:15:20
mc:prod-use2-eks:orders:orders-api-bfb2f93-32ad3:tcp_established,"{""value"":84864.38,""ts"":""2026-06-23 07:53:18""}",2026-06-23 07:53:18,2026-06-23 07:58:18
mc:dr-use1-eks:notifications:notifications-b036879-82982:go_gc_duration_seconds,"{""value"":62428.97,""ts"":""2026-06-23 11:25:34""}",2026-06-23 11:25:34,2026-06-23 11:30:34
mc:prod-usw2-eks:checkout:checkout-web-f628153-c1833:container_cpu_usage_seconds_total,"{""value"":39666.22,""ts"":""2026-06-23 10:49:42""}",2026-06-23 10:49:42,2026-06-23 10:54:42
mc:prod-usw2-eks:search:indexer-b957537-8aa20:kube_pod_container_status_restarts_total,"{""value"":73443.55,""ts"":""2026-06-23 08:40:08""}",2026-06-23 08:40:08,2026-06-23 08:45:08
mc:staging-use2-eks:identity:session-store-a097c68-649a1:container_cpu_usage_seconds_total,"{""value"":73647.47,""ts"":""2026-06-23 06:42:42""}",2026-06-23 06:42:42,2026-06-23 06:47:42
mc:dr-use1-eks:ledger:ledger-svc-e00a046-6e2d6:container_memory_rss,"{""value"":32114.51,""ts"":""2026-06-23 11:23:36""}",2026-06-23 11:23:36,2026-06-23 11:28:36
mc:dr-use1-eks:orders:orders-api-8330e48-f22f4:go_gc_duration_seconds,"{""value"":93073.72,""ts"":""2026-06-23 11:46:24""}",2026-06-23 11:46:24,2026-06-23 11:51:24
mc:prod-usw2-eks:search:recommendation-1e52697-e4756:process_open_fds,"{""value"":84742.72,""ts"":""2026-06-23 06:11:25""}",2026-06-23 06:11:25,2026-06-23 06:16:25
mc:prod-use2-eks:checkout:cart-svc-51c2594-4d271:kube_pod_container_status_restarts_total,"{""value"":86013.47,""ts"":""2026-06-23 06:30:12""}",2026-06-23 06:30:12,2026-06-23 06:35:12
mc:prod-use2-eks:notifications:notifications-1938743-28dca:container_cpu_usage_seconds_total,"{""value"":78106.19,""ts"":""2026-06-23 06:17:11""}",2026-06-23 06:17:11,2026-06-23 06:22:11
mc:staging-use2-eks:payments:payments-api-2729261-453da:container_cpu_usage_seconds_total,"{""value"":57566.97,""ts"":""2026-06-23 11:58:22""}",2026-06-23 11:58:22,2026-06-23 12:03:22
mc:prod-use2-eks:checkout:cart-svc-26a7d77-aafdc:process_open_fds,"{""value"":56879.72,""ts"":""2026-06-23 08:31:16""}",2026-06-23 08:31:16,2026-06-23 08:36:16
mc:dr-use1-eks:search:search-api-d416b43-7cb20:kube_pod_container_status_restarts_total,"{""value"":87110.23,""ts"":""2026-06-23 10:59:01""}",2026-06-23 10:59:01,2026-06-23 11:04:01
mc:prod-usw2-eks:platform:config-svc-370d832-a686a:container_network_receive_bytes_total,"{""value"":51840.47,""ts"":""2026-06-23 06:13:18""}",2026-06-23 06:13:18,2026-06-23 06:18:18
mc:prod-usw2-eks:checkout:checkout-web-ec64e26-f37ce:container_memory_working_set_bytes,"{""value"":35437.63,""ts"":""2026-06-23 11:19:14""}",2026-06-23 11:19:14,2026-06-23 11:24:14
mc:staging-use2-eks:checkout:checkout-web-aca9086-f5fe6:container_network_receive_bytes_total,"{""value"":14480.58,""ts"":""2026-06-23 06:34:40""}",2026-06-23 06:34:40,2026-06-23 06:39:40
mc:prod-usw2-eks:identity:auth-gateway-fb1c283-81cc8:go_gc_duration_seconds,"{""value"":72520.62,""ts"":""2026-06-23 11:08:07""}",2026-06-23 11:08:07,2026-06-23 11:13:07
mc:dr-use1-eks:orders:orders-worker-f884840-8265c:container_memory_working_set_bytes,"{""value"":10012.34,""ts"":""2026-06-23 08:46:46""}",2026-06-23 08:46:46,2026-06-23 08:51:46
mc:prod-usw2-eks:identity:auth-gateway-d4d3364-aac01:http_request_duration_ms,"{""value"":18591.53,""ts"":""2026-06-23 11:51:25""}",2026-06-23 11:51:25,2026-06-23 11:56:25
mc:staging-use2-eks:search:search-api-1605640-8abaf:container_fs_usage_bytes,"{""value"":59074.26,""ts"":""2026-06-23 07:19:16""}",2026-06-23 07:19:16,2026-06-23 07:24:16
mc:prod-use2-eks:checkout:checkout-web-0101b48-2b2af:http_request_duration_ms,"{""value"":85707.92,""ts"":""2026-06-23 08:05:32""}",2026-06-23 08:05:32,2026-06-23 08:10:32
mc:prod-usw2-eks:inventory:inventory-svc-bf8f159-02345:go_gc_duration_seconds,"{""value"":61838.23,""ts"":""2026-06-23 11:31:53""}",2026-06-23 11:31:53,2026-06-23 11:36:53
mc:prod-use2-eks:checkout:cart-svc-51c2594-4d271:go_gc_duration_seconds,"{""value"":68921.88,""ts"":""2026-06-23 11:09:48""}",2026-06-23 11:09:48,2026-06-23 11:14:48
mc:prod-use2-eks:checkout:checkout-web-47df111-4e24c:http_request_duration_ms,"{""value"":46365.33,""ts"":""2026-06-23 08:48:02""}",2026-06-23 08:48:02,2026-06-23 08:53:02
mc:prod-usw2-eks:identity:session-store-28ebc77-cf7c8:tcp_established,"{""value"":93005.46,""ts"":""2026-06-23 08:54:19""}",2026-06-23 08:54:19,2026-06-23 08:59:19
mc:prod-usw2-eks:ledger:ledger-svc-842cd31-95bfa:kube_pod_container_status_restarts_total,"{""value"":89029.81,""ts"":""2026-06-23 09:18:13""}",2026-06-23 09:18:13,2026-06-23 09:23:13
mc:prod-use2-eks:checkout:checkout-web-47df111-4e24c:tcp_established,"{""value"":41967.8,""ts"":""2026-06-23 08:39:47""}",2026-06-23 08:39:47,2026-06-23 08:44:47
mc:prod-usw2-eks:checkout:checkout-web-c2b3638-fa6d0:container_memory_rss,"{""value"":31068.41,""ts"":""2026-06-23 11:36:07""}",2026-06-23 11:36:07,2026-06-23 11:41:07
mc:prod-usw2-eks:kube-system:metrics-server-6162d13-d4a14:container_memory_rss,"{""value"":46845.42,""ts"":""2026-06-23 06:18:31""}",2026-06-23 06:18:31,2026-06-23 06:23:31
mc:dr-use1-eks:checkout:checkout-web-4263246-52f3a:container_fs_usage_bytes,"{""value"":8275.5,""ts"":""2026-06-23 06:37:08""}",2026-06-23 06:37:08,2026-06-23 06:42:08
mc:prod-use2-eks:platform:config-svc-027a395-39a4d:container_cpu_usage_seconds_total,"{""value"":78903.74,""ts"":""2026-06-23 11:31:35""}",2026-06-23 11:31:35,2026-06-23 11:36:35
mc:prod-usw2-eks:search:recommendation-1e52697-e4756:container_memory_rss,"{""value"":94452.87,""ts"":""2026-06-23 08:36:33""}",2026-06-23 08:36:33,2026-06-23 08:41:33
mc:dr-use1-eks:notifications:notifications-b036879-82982:container_network_receive_bytes_total,"{""value"":38411.14,""ts"":""2026-06-23 11:52:33""}",2026-06-23 11:52:33,2026-06-23 11:57:33
mc:staging-use2-eks:payments:payments-api-2729261-453da:process_open_fds,"{""value"":59379.47,""ts"":""2026-06-23 11:48:20""}",2026-06-23 11:48:20,2026-06-23 11:53:20
mc:prod-use2-eks:ledger:ledger-svc-f4a6d64-16dde:container_fs_usage_bytes,"{""value"":99994.61,""ts"":""2026-06-23 07:38:32""}",2026-06-23 07:38:32,2026-06-23 07:43:32
mc:prod-use2-eks:ledger:ledger-svc-1232e29-49ea1:tcp_established,"{""value"":13714.31,""ts"":""2026-06-23 06:45:22""}",2026-06-23 06:45:22,2026-06-23 06:50:22
mc:prod-use2-eks:orders:orders-api-7f89525-97cdd:container_fs_usage_bytes,"{""value"":88302.16,""ts"":""2026-06-23 09:37:27""}",2026-06-23 09:37:27,2026-06-23 09:42:27
mc:prod-usw2-eks:orders:orders-api-cbca488-26609:container_fs_usage_bytes,"{""value"":37639.42,""ts"":""2026-06-23 07:19:07""}",2026-06-23 07:19:07,2026-06-23 07:24:07
mc:prod-usw2-eks:checkout:cart-svc-882ca58-64a75:container_network_receive_bytes_total,"{""value"":43922.19,""ts"":""2026-06-23 09:33:26""}",2026-06-23 09:33:26,2026-06-23 09:38:26
mc:prod-use2-eks:payments:payments-worker-bff7264-02c23:go_gc_duration_seconds,"{""value"":32811.73,""ts"":""2026-06-23 09:54:37""}",2026-06-23 09:54:37,2026-06-23 09:59:37
mc:prod-use2-eks:orders:orders-api-7f89525-97cdd:container_fs_usage_bytes,"{""value"":20213.02,""ts"":""2026-06-23 06:34:35""}",2026-06-23 06:34:35,2026-06-23 06:39:35
mc:prod-usw2-eks:payments:payments-worker-bbc0947-0aa1a:process_open_fds,"{""value"":18105.52,""ts"":""2026-06-23 08:08:38""}",2026-06-23 08:08:38,2026-06-23 08:13:38
mc:prod-use2-eks:checkout:checkout-web-47df111-4e24c:process_open_fds,"{""value"":58577.11,""ts"":""2026-06-23 06:40:43""}",2026-06-23 06:40:43,2026-06-23 06:45:43
mc:staging-use2-eks:inventory:inventory-svc-1d6f570-1b50d:kube_pod_container_status_restarts_total,"{""value"":86665.05,""ts"":""2026-06-23 11:54:40""}",2026-06-23 11:54:40,2026-06-23 11:59:40
mc:staging-use2-eks:kube-system:coredns-b16ea15-07544:tcp_established,"{""value"":29280.17,""ts"":""2026-06-23 06:20:35""}",2026-06-23 06:20:35,2026-06-23 06:25:35
mc:dr-use1-eks:search:search-api-be84964-d972c:kube_pod_container_status_restarts_total,"{""value"":35684.27,""ts"":""2026-06-23 09:45:12""}",2026-06-23 09:45:12,2026-06-23 09:50:12
mc:prod-usw2-eks:search:recommendation-1e52697-e4756:container_fs_usage_bytes,"{""value"":96252.76,""ts"":""2026-06-23 09:38:49""}",2026-06-23 09:38:49,2026-06-23 09:43:49
mc:dr-use1-eks:checkout:checkout-web-4263246-52f3a:container_memory_working_set_bytes,"{""value"":25542.93,""ts"":""2026-06-23 08:00:49""}",2026-06-23 08:00:49,2026-06-23 08:05:49
mc:prod-use2-eks:ledger:ledger-svc-204e643-7d23b:http_request_duration_ms,"{""value"":24872.83,""ts"":""2026-06-23 10:45:11""}",2026-06-23 10:45:11,2026-06-23 10:50:11
mc:prod-use2-eks:checkout:cart-svc-527eb80-045c0:tcp_established,"{""value"":47563.07,""ts"":""2026-06-23 11:05:29""}",2026-06-23 11:05:29,2026-06-23 11:10:29
mc:prod-usw2-eks:checkout:checkout-web-c2b3638-fa6d0:container_cpu_usage_seconds_total,"{""value"":169.79,""ts"":""2026-06-23 11:49:32""}",2026-06-23 11:49:32,2026-06-23 11:54:32
mc:prod-use2-eks:orders:orders-worker-9681c18-374c7:http_requests_total,"{""value"":55349.18,""ts"":""2026-06-23 09:23:47""}",2026-06-23 09:23:47,2026-06-23 09:28:47
mc:prod-use2-eks:orders:orders-worker-06e2683-7270e:container_cpu_usage_seconds_total,"{""value"":74140.44,""ts"":""2026-06-23 09:50:11""}",2026-06-23 09:50:11,2026-06-23 09:55:11
mc:prod-usw2-eks:identity:auth-gateway-d4d3364-aac01:container_memory_rss,"{""value"":86727.99,""ts"":""2026-06-23 10:32:10""}",2026-06-23 10:32:10,2026-06-23 10:37:10
mc:dr-use1-eks:ledger:ledger-svc-e00a046-6e2d6:go_gc_duration_seconds,"{""value"":91356.22,""ts"":""2026-06-23 09:39:42""}",2026-06-23 09:39:42,2026-06-23 09:44:42
mc:prod-use2-eks:checkout:checkout-web-c343d41-6a8d2:container_memory_working_set_bytes,"{""value"":25952.05,""ts"":""2026-06-23 11:40:13""}",2026-06-23 11:40:13,2026-06-23 11:45:13
mc:staging-use2-eks:checkout:checkout-web-aca9086-f5fe6:container_fs_usage_bytes,"{""value"":72911.1,""ts"":""2026-06-23 08:10:25""}",2026-06-23 08:10:25,2026-06-23 08:15:25
mc:dr-use1-eks:platform:config-svc-0f5b883-4b9e2:container_memory_working_set_bytes,"{""value"":40465.85,""ts"":""2026-06-23 11:36:15""}",2026-06-23 11:36:15,2026-06-23 11:41:15
mc:prod-usw2-eks:identity:auth-gateway-ebb2b70-575e4:container_fs_usage_bytes,"{""value"":83898.87,""ts"":""2026-06-23 08:44:48""}",2026-06-23 08:44:48,2026-06-23 08:49:48
mc:prod-usw2-eks:identity:session-store-28ebc77-cf7c8:container_fs_usage_bytes,"{""value"":76026.6,""ts"":""2026-06-23 06:09:47""}",2026-06-23 06:09:47,2026-06-23 06:14:47
mc:prod-usw2-eks:orders:orders-api-cbca488-26609:container_fs_usage_bytes,"{""value"":38163.04,""ts"":""2026-06-23 10:09:07""}",2026-06-23 10:09:07,2026-06-23 10:14:07
mc:prod-usw2-eks:identity:auth-gateway-fb1c283-81cc8:container_memory_rss,"{""value"":9523.75,""ts"":""2026-06-23 07:30:49""}",2026-06-23 07:30:49,2026-06-23 07:35:49
mc:staging-use2-eks:identity:auth-gateway-c975434-e6ef9:http_request_duration_ms,"{""value"":83381.76,""ts"":""2026-06-23 06:18:33""}",2026-06-23 06:18:33,2026-06-23 06:23:33
mc:prod-use2-eks:payments:payments-api-1ce3577-591ac:http_requests_total,"{""value"":47788.17,""ts"":""2026-06-23 06:05:35""}",2026-06-23 06:05:35,2026-06-23 06:10:35
mc:prod-usw2-eks:identity:auth-gateway-7d2aa28-56f78:go_gc_duration_seconds,"{""value"":2646.48,""ts"":""2026-06-23 11:21:47""}",2026-06-23 11:21:47,2026-06-23 11:26:47
mc:prod-use2-eks:payments:payments-api-7fa4649-debd8:go_gc_duration_seconds,"{""value"":37578.16,""ts"":""2026-06-23 11:12:03""}",2026-06-23 11:12:03,2026-06-23 11:17:03
mc:prod-usw2-eks:payments:payments-api-b9a1287-dbbfe:kube_pod_container_status_restarts_total,"{""value"":74949.42,""ts"":""2026-06-23 07:39:26""}",2026-06-23 07:39:26,2026-06-23 07:44:26
mc:prod-use2-eks:search:indexer-4680271-0a829:http_requests_total,"{""value"":78536.69,""ts"":""2026-06-23 10:21:00""}",2026-06-23 10:21:00,2026-06-23 10:26:00
mc:prod-usw2-eks:platform:config-svc-370d832-a686a:kube_pod_container_status_restarts_total,"{""value"":78075.65,""ts"":""2026-06-23 06:39:31""}",2026-06-23 06:39:31,2026-06-23 06:44:31
mc:prod-use2-eks:identity:auth-gateway-7b28269-a7447:process_open_fds,"{""value"":82294.65,""ts"":""2026-06-23 11:39:49""}",2026-06-23 11:39:49,2026-06-23 11:44:49
mc:prod-use2-eks:notifications:notifications-c882a21-88bb7:container_network_receive_bytes_total,"{""value"":43062.89,""ts"":""2026-06-23 07:21:49""}",2026-06-23 07:21:49,2026-06-23 07:26:49
mc:dr-use1-eks:orders:orders-worker-f884840-8265c:container_fs_usage_bytes,"{""value"":94937.84,""ts"":""2026-06-23 07:09:39""}",2026-06-23 07:09:39,2026-06-23 07:14:39
mc:prod-use2-eks:payments:payments-worker-7a57672-86691:tcp_established,"{""value"":64587.4,""ts"":""2026-06-23 06:41:28""}",2026-06-23 06:41:28,2026-06-23 06:46:28
mc:dr-use1-eks:notifications:notifications-b036879-82982:container_fs_usage_bytes,"{""value"":67267.62,""ts"":""2026-06-23 10:15:59""}",2026-06-23 10:15:59,2026-06-23 10:20:59
mc:prod-usw2-eks:checkout:checkout-web-f628153-c1833:container_memory_working_set_bytes,"{""value"":51901.1,""ts"":""2026-06-23 10:16:34""}",2026-06-23 10:16:34,2026-06-23 10:21:34
mc:prod-use2-eks:payments:payments-api-c9c2b74-00142:container_cpu_usage_seconds_total,"{""value"":77942.13,""ts"":""2026-06-23 06:26:43""}",2026-06-23 06:26:43,2026-06-23 06:31:43
mc:prod-use2-eks:search:indexer-4680271-0a829:container_fs_usage_bytes,"{""value"":84628.2,""ts"":""2026-06-23 08:59:35""}",2026-06-23 08:59:35,2026-06-23 09:04:35
mc:prod-usw2-eks:search:search-api-a47d446-4ffe2:container_network_receive_bytes_total,"{""value"":24101.59,""ts"":""2026-06-23 08:09:48""}",2026-06-23 08:09:48,2026-06-23 08:14:48
