id,pattern_type,pattern_name,cluster_name,namespace,signature_vector,confidence,occurrence_count,first_seen,last_seen,metadata,created_at
389,cpu_spike,orders-worker-rampup,prod-usw2-eks,orders,"[0.377,0.726,0.168,0.041,0.103,0.02,0.314,0.979,0.292,0.553,0.332,0.208]",0.5615,47,2026-05-07 13:40:40,2026-05-28 13:12:04,"{""svc"":""orders-worker"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
390,crashloop,checkout-web-rampup,prod-use2-eks,checkout,"[0.082,0.938,0.83,0.702,0.106,0.02,0.614,0.963,0.412,0.652,0.49,0.417]",0.7584,15,2026-04-24 20:00:52,2026-05-29 13:54:32,"{""svc"":""checkout-web"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
391,latency,search-api-rampup,prod-usw2-eks,search,"[0.981,0.147,0.018,0.578,0.299,0.968,0.141,0.574,0.232,0.361,0.186,0.455]",0.5623,110,2026-05-13 20:14:51,2026-06-07 19:07:38,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
392,oom,payments-api-sawtooth,prod-usw2-eks,payments,"[0.528,0.941,0.399,0.782,0.207,0.038,0.978,0.388,0.946,0.425,0.22,0.218]",0.8645,160,2026-05-21 17:48:24,2026-06-11 05:19:56,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
393,oom,ledger-svc-sawtooth,prod-use2-eks,ledger,"[0.927,0.7,0.523,0.51,0.527,0.709,0.183,0.517,0.312,0.436,0.548,0.782]",0.5237,12,2026-05-19 15:17:42,2026-05-30 03:41:18,"{""svc"":""ledger-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
394,cpu_spike,orders-api-sawtooth,prod-usw2-eks,orders,"[0.588,0.99,0.892,0.849,0.012,0.518,0.218,0.459,0.442,0.613,0.608,0.852]",0.6828,21,2026-05-04 12:47:26,2026-06-15 19:26:36,"{""svc"":""orders-api"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
395,latency,auth-gateway-rampup,prod-use2-eks,identity,"[0.319,0.013,0.083,0.468,0.718,0.002,0.172,0.687,0.467,0.235,0.67,0.299]",0.5729,189,2026-05-01 20:49:44,2026-06-01 23:46:49,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
396,cpu_spike,inventory-svc-sawtooth,prod-use2-eks,inventory,"[0.251,0.354,0.103,0.341,0.817,0.137,0.59,0.274,0.013,0.628,0.715,0.751]",0.9358,95,2026-05-05 21:58:41,2026-06-20 05:09:10,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
397,memory_leak,coredns-rampup,prod-use2-eks,kube-system,"[0.312,0.699,0.822,0.525,0.137,0.477,0.025,0.813,0.187,0.013,0.292,0.228]",0.6759,7,2026-05-11 08:15:23,2026-06-01 03:15:53,"{""svc"":""coredns"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
398,memory_leak,inventory-svc-spike,staging-use2-eks,inventory,"[0.034,0.362,0.48,0.368,0.944,0.918,0.119,0.484,0.648,0.785,0.055,0.478]",0.7654,156,2026-04-25 09:27:29,2026-06-11 19:09:36,"{""svc"":""inventory-svc"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
399,crashloop,config-svc-plateau,prod-usw2-eks,platform,"[0.301,0.465,0.655,0.657,0.908,0.717,0.164,0.845,0.337,0.566,0.802,0.776]",0.8595,52,2026-05-13 06:24:16,2026-06-07 21:25:13,"{""svc"":""config-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
400,latency,payments-worker-sawtooth,prod-use2-eks,payments,"[0.705,0.939,0.279,0.449,0.943,0.738,0.411,0.812,0.173,0.177,0.717,0.789]",0.5351,198,2026-05-15 16:32:53,2026-06-04 02:24:10,"{""svc"":""payments-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
401,crashloop,cart-svc-sawtooth,prod-usw2-eks,checkout,"[0.92,0.334,0.169,0.768,0.75,0.106,0.408,0.206,0.553,0.61,0.643,0.937]",0.9432,199,2026-05-18 12:36:34,2026-05-25 06:34:12,"{""svc"":""cart-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
402,memory_leak,search-api-plateau,prod-use2-eks,search,"[0.213,0.769,0.928,0.474,0.17,0.374,0.474,0.888,0.65,0.293,0.934,0.663]",0.5175,151,2026-04-30 19:13:16,2026-06-08 01:14:44,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
403,cpu_spike,image-resizer-sawtooth,prod-use2-eks,platform,"[0.414,0.648,0.913,0.112,0.95,0.587,0.772,0.831,0.953,0.091,0.54,0.902]",0.7655,67,2026-05-07 04:36:16,2026-06-07 13:40:28,"{""svc"":""image-resizer"",""scenario"":""network_latency""}",2026-06-23 12:00:00
404,oom,inventory-svc-spike,prod-usw2-eks,inventory,"[0.103,0.675,0.833,0.646,0.569,0.278,0.404,0.554,0.18,0.797,0.173,0.231]",0.8334,8,2026-04-25 06:15:09,2026-06-03 07:34:30,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
405,oom,checkout-web-sawtooth,prod-usw2-eks,checkout,"[0.108,0.794,0.175,0.17,0.46,0.902,0.415,0.721,0.162,0.993,0.215,0.227]",0.5913,67,2026-04-28 03:27:34,2026-05-29 16:23:28,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
406,memory_leak,config-svc-rampup,prod-use2-eks,platform,"[0.762,0.271,0.173,0.119,0.585,0.374,0.455,0.618,0.73,0.377,0.036,0.525]",0.5634,183,2026-05-19 06:29:45,2026-06-04 03:22:10,"{""svc"":""config-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
407,memory_leak,recommendation-spike,prod-usw2-eks,search,"[0.356,0.438,0.934,0.234,0.086,0.844,0.614,0.406,0.393,0.555,0.39,0.575]",0.7538,156,2026-05-16 01:15:29,2026-06-10 08:35:11,"{""svc"":""recommendation"",""scenario"":""healthy""}",2026-06-23 12:00:00
408,latency,checkout-web-sawtooth,prod-usw2-eks,checkout,"[0.957,0.434,0.888,0.632,0.212,0.975,0.908,0.143,0.554,0.555,0.541,0.505]",0.8466,162,2026-05-20 19:42:31,2026-06-18 14:02:38,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
409,memory_leak,orders-api-sawtooth,prod-use2-eks,orders,"[0.077,0.258,0.368,0.055,0.1,0.247,0.783,0.321,0.935,0.548,0.028,0.625]",0.9104,133,2026-05-01 15:03:08,2026-06-14 18:54:23,"{""svc"":""orders-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
410,memory_leak,ledger-svc-plateau,prod-usw2-eks,ledger,"[0.312,0.966,0.195,0.256,0.03,0.464,0.617,0.835,0.144,0.822,0.79,0.49]",0.5431,79,2026-05-23 16:20:58,2026-06-05 16:14:28,"{""svc"":""ledger-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
411,latency,ledger-svc-plateau,prod-usw2-eks,ledger,"[0.466,0.998,0.465,0.948,0.587,0.548,0.334,0.122,0.553,0.643,0.821,0.672]",0.5675,113,2026-05-12 06:25:38,2026-05-28 08:17:50,"{""svc"":""ledger-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
412,oom,checkout-web-plateau,staging-use2-eks,checkout,"[0.932,0.486,0.305,0.078,0.416,0.166,0.989,0.284,0.373,0.633,0.525,0.405]",0.6848,155,2026-05-23 08:08:02,2026-06-01 04:26:05,"{""svc"":""checkout-web"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
413,memory_leak,payments-api-sawtooth,staging-use2-eks,payments,"[0.911,0.544,0.103,0.905,0.002,0.593,0.368,0.87,0.653,0.888,0.586,0.532]",0.9619,126,2026-04-29 21:23:49,2026-06-21 22:44:29,"{""svc"":""payments-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
414,crashloop,auth-gateway-plateau,staging-use2-eks,identity,"[0.642,0.799,0.412,0.194,0.323,0.404,0.557,0.697,0.373,0.806,0.98,0.262]",0.7507,82,2026-05-19 02:16:16,2026-05-30 15:38:00,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
415,oom,cart-svc-rampup,prod-usw2-eks,checkout,"[0.572,0.623,0.831,0.978,0.635,0.505,0.713,0.306,0.393,0.18,0.099,0.596]",0.5233,12,2026-05-16 21:01:48,2026-06-17 04:14:53,"{""svc"":""cart-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
416,oom,orders-worker-sawtooth,prod-use2-eks,orders,"[0.212,0.964,0.166,0.532,0.339,0.124,0.373,0.073,0.312,0.179,0.073,0.443]",0.5535,16,2026-04-25 06:29:06,2026-06-11 15:07:14,"{""svc"":""orders-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
417,cpu_spike,payments-worker-plateau,prod-use2-eks,payments,"[0.225,0.587,0.005,0.182,0.479,0.285,0.705,0.646,0.39,0.443,0.587,0.628]",0.9357,52,2026-04-25 04:21:38,2026-06-17 16:02:48,"{""svc"":""payments-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
418,oom,orders-api-sawtooth,prod-use2-eks,orders,"[0.473,0.962,0.3,0.55,0.41,0.091,0.485,0.008,0.674,0.402,0.938,0.488]",0.5905,122,2026-05-23 12:35:38,2026-06-13 06:37:46,"{""svc"":""orders-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
419,crashloop,orders-worker-plateau,prod-usw2-eks,orders,"[0.206,0.518,0.289,0.293,0.985,0.84,0.428,0.447,0.874,0.816,0.682,0.265]",0.6902,79,2026-05-24 03:13:20,2026-06-12 01:37:52,"{""svc"":""orders-worker"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
420,oom,auth-gateway-sawtooth,prod-usw2-eks,identity,"[0.612,0.147,0.451,0.4,0.66,0.843,0.326,0.123,0.099,0.389,0.202,0.142]",0.7792,91,2026-05-09 22:01:07,2026-06-13 06:11:15,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
421,cpu_spike,checkout-web-rampup,prod-usw2-eks,checkout,"[0.992,0.253,0.57,0.75,0.953,0.411,0.565,0.987,0.399,0.612,0.9,0.04]",0.6662,189,2026-05-15 00:21:17,2026-05-30 05:43:24,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
422,crashloop,cart-svc-plateau,prod-usw2-eks,checkout,"[0.308,0.485,0.896,0.672,0.286,0.92,0.102,0.255,0.106,0.959,0.153,0.725]",0.7657,82,2026-05-23 05:38:42,2026-06-10 22:05:08,"{""svc"":""cart-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
423,memory_leak,checkout-web-sawtooth,staging-use2-eks,checkout,"[0.636,0.034,0.36,0.972,0.228,0.878,0.318,0.457,0.128,0.764,0.339,0.044]",0.7273,114,2026-04-26 09:45:12,2026-06-20 02:59:13,"{""svc"":""checkout-web"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
424,latency,inventory-svc-spike,prod-use2-eks,inventory,"[0.393,0.445,0.197,0.757,0.664,0.678,0.358,0.106,0.282,0.655,0.619,0.871]",0.5509,142,2026-04-24 23:13:34,2026-06-12 10:58:24,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
425,crashloop,metrics-server-sawtooth,prod-usw2-eks,kube-system,"[0.158,0.686,0.605,0.761,0.093,0.414,0.455,0.396,0.12,0.824,0.857,0.196]",0.8926,182,2026-05-08 13:59:38,2026-06-09 10:40:12,"{""svc"":""metrics-server"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
426,oom,image-resizer-sawtooth,prod-use2-eks,platform,"[0.232,0.015,0.68,0.876,0.844,0.865,0.898,0.417,0.745,0.427,0.778,0.419]",0.8174,179,2026-05-02 16:28:43,2026-05-27 10:42:31,"{""svc"":""image-resizer"",""scenario"":""network_latency""}",2026-06-23 12:00:00
427,cpu_spike,orders-api-sawtooth,prod-usw2-eks,orders,"[0.878,0.541,0.731,0.608,0.846,0.246,0.767,0.276,0.436,0.344,0.052,0.984]",0.8786,63,2026-05-19 19:08:25,2026-05-27 10:47:28,"{""svc"":""orders-api"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
428,latency,notifications-sawtooth,prod-use2-eks,notifications,"[0.818,0.901,0.94,0.991,0.349,0.15,0.576,0.239,0.331,0.24,0.271,0.769]",0.5893,30,2026-05-21 11:44:32,2026-05-24 12:08:49,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
429,latency,inventory-svc-sawtooth,dr-use1-eks,inventory,"[0.735,0.454,0.651,0.177,0.78,0.129,0.733,0.359,0.202,0.841,0.986,0.397]",0.5879,182,2026-05-02 01:58:45,2026-06-20 00:44:30,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
430,cpu_spike,inventory-svc-rampup,staging-use2-eks,inventory,"[0.526,0.85,0.525,0.594,0.949,0.504,0.86,0.826,0.879,0.884,0.242,0.65]",0.9638,86,2026-05-05 06:12:23,2026-06-04 19:28:30,"{""svc"":""inventory-svc"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
431,crashloop,session-store-rampup,prod-use2-eks,identity,"[0.214,0.231,0.707,0.611,0.68,0.694,0.213,0.577,0.383,0.422,0.562,0.963]",0.8559,99,2026-04-26 20:15:54,2026-06-21 12:26:17,"{""svc"":""session-store"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
432,oom,search-api-plateau,prod-usw2-eks,search,"[0.631,0.815,0.915,0.445,0.644,0.353,0.525,0.283,0.573,0.88,0.937,0.218]",0.7262,30,2026-04-27 04:45:53,2026-06-14 01:30:43,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
433,crashloop,checkout-web-spike,dr-use1-eks,checkout,"[0.335,0.442,0.83,0.288,0.513,0.041,0.845,0.68,0.985,0.746,0.658,0.97]",0.9504,125,2026-05-07 15:30:20,2026-06-19 20:37:11,"{""svc"":""checkout-web"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
434,cpu_spike,indexer-spike,prod-usw2-eks,search,"[0.26,0.111,0.34,0.986,0.446,0.307,0.151,0.658,0.552,0.01,0.471,0.931]",0.8392,158,2026-05-14 14:03:52,2026-06-20 22:22:08,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
435,cpu_spike,auth-gateway-plateau,staging-use2-eks,identity,"[0.176,0.44,0.253,0.89,0.797,0.447,0.069,0.554,0.849,0.109,0.43,0.976]",0.8537,73,2026-05-22 17:23:18,2026-06-11 13:13:56,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
436,latency,coredns-rampup,prod-usw2-eks,kube-system,"[0.181,0.579,0.784,0.453,0.878,0.775,0.659,0.87,0.524,0.444,0.062,0.784]",0.7983,154,2026-05-06 21:53:40,2026-05-31 20:43:14,"{""svc"":""coredns"",""scenario"":""network_latency""}",2026-06-23 12:00:00
437,latency,ledger-svc-sawtooth,prod-usw2-eks,ledger,"[0.091,0.493,0.101,0.124,0.99,0.79,0.709,0.574,0.272,0.759,0.067,0.769]",0.935,22,2026-05-17 17:44:00,2026-06-21 04:03:37,"{""svc"":""ledger-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
438,latency,checkout-web-spike,prod-use2-eks,checkout,"[0.112,0.718,0.832,0.92,0.214,0.102,0.954,0.532,0.577,0.264,0.499,0.831]",0.8492,143,2026-05-23 17:30:52,2026-06-01 08:49:45,"{""svc"":""checkout-web"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
439,memory_leak,inventory-svc-sawtooth,prod-usw2-eks,inventory,"[0.444,0.117,0.214,0.057,0.497,0.743,0.518,0.768,0.784,0.299,0.017,0.22]",0.6548,124,2026-04-24 15:06:36,2026-06-08 09:17:56,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
440,crashloop,search-api-plateau,dr-use1-eks,search,"[0.15,0.684,0.883,0.187,0.923,0.024,0.823,0.73,0.04,0.658,0.012,0.102]",0.8795,1,2026-05-23 02:29:09,2026-06-12 10:27:01,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
441,latency,coredns-sawtooth,prod-usw2-eks,kube-system,"[0.688,0.7,0.19,0.67,0.097,0.597,0.448,0.795,0.723,0.175,0.664,0.768]",0.7501,68,2026-05-03 02:42:44,2026-06-02 18:41:42,"{""svc"":""coredns"",""scenario"":""network_latency""}",2026-06-23 12:00:00
442,latency,checkout-web-plateau,prod-use2-eks,checkout,"[0.601,0.108,0.875,0.037,0.479,0.598,0.313,0.133,0.411,0.382,0.031,0.164]",0.7383,115,2026-04-26 22:43:43,2026-06-13 13:55:17,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
443,latency,session-store-spike,prod-usw2-eks,identity,"[0.043,0.997,0.848,0.497,0.475,0.645,0.624,0.135,0.764,0.217,0.502,0.874]",0.9309,34,2026-04-27 19:17:08,2026-06-02 20:54:37,"{""svc"":""session-store"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
444,memory_leak,orders-api-rampup,prod-use2-eks,orders,"[0.653,0.965,0.903,0.256,0.937,0.565,0.187,0.9,0.758,0.121,0.065,0.341]",0.8592,152,2026-05-05 19:37:40,2026-06-15 23:09:33,"{""svc"":""orders-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
445,memory_leak,session-store-rampup,prod-use2-eks,identity,"[0.183,0.236,0.624,0.035,0.603,0.006,0.783,0.967,0.337,0.802,0.481,0.019]",0.6601,2,2026-05-19 10:23:30,2026-06-03 06:42:15,"{""svc"":""session-store"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
446,cpu_spike,indexer-spike,prod-usw2-eks,search,"[0.035,0.857,0.42,0.273,0.965,0.493,0.971,0.441,0.121,0.396,0.342,0.517]",0.8755,3,2026-04-25 23:37:24,2026-06-09 12:54:30,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
447,cpu_spike,checkout-web-spike,staging-use2-eks,checkout,"[0.433,0.606,0.377,0.633,0.897,0.98,0.098,0.648,0.401,0.044,0.568,0.3]",0.8883,167,2026-05-09 16:48:44,2026-06-15 16:06:48,"{""svc"":""checkout-web"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
448,cpu_spike,auth-gateway-plateau,staging-use2-eks,identity,"[0.382,0.721,0.548,0.121,0.862,0.651,0.663,0.569,0.186,0.23,0.768,0.652]",0.9016,93,2026-05-24 02:44:26,2026-05-29 15:00:55,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
449,latency,payments-api-plateau,prod-usw2-eks,payments,"[0.841,0.282,0.001,0.489,0.163,0.276,0.529,0.32,0.33,0.208,0.068,0.371]",0.6749,124,2026-05-19 05:56:26,2026-06-06 00:02:41,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
450,latency,payments-worker-sawtooth,prod-usw2-eks,payments,"[0.964,0.683,0.119,0.342,0.462,0.389,0.441,0.033,0.371,0.656,0.709,0.304]",0.5505,154,2026-05-12 14:13:13,2026-06-13 10:54:47,"{""svc"":""payments-worker"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
451,oom,ledger-svc-rampup,dr-use1-eks,ledger,"[0.012,0.352,0.306,0.194,0.035,0.006,0.048,0.906,0.113,0.74,0.547,0.47]",0.7625,84,2026-05-11 12:42:03,2026-06-08 10:10:22,"{""svc"":""ledger-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
452,oom,recommendation-plateau,prod-use2-eks,search,"[0.876,0.187,0.635,0.908,0.782,0.201,0.166,0.273,0.45,0.563,0.072,0.009]",0.6748,99,2026-05-24 08:20:22,2026-06-04 17:02:54,"{""svc"":""recommendation"",""scenario"":""healthy""}",2026-06-23 12:00:00
453,memory_leak,orders-api-spike,dr-use1-eks,orders,"[0.372,0.078,0.078,0.502,0.463,0.131,0.125,0.959,0.48,0.113,0.483,0.316]",0.5303,35,2026-05-06 02:07:06,2026-06-12 18:32:31,"{""svc"":""orders-api"",""scenario"":""network_latency""}",2026-06-23 12:00:00
454,cpu_spike,orders-worker-rampup,dr-use1-eks,orders,"[0.452,0.059,0.995,0.93,0.214,0.723,0.877,0.931,0.133,0.537,0.95,0.614]",0.6779,188,2026-04-28 23:52:54,2026-06-18 11:09:30,"{""svc"":""orders-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
455,cpu_spike,orders-worker-spike,prod-use2-eks,orders,"[0.343,0.201,0.945,0.539,0.018,0.703,0.908,0.637,0.124,0.666,0.656,0.859]",0.9668,99,2026-04-25 00:38:36,2026-06-20 07:56:49,"{""svc"":""orders-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
456,cpu_spike,payments-worker-sawtooth,prod-use2-eks,payments,"[0.943,0.083,0.83,0.394,0.229,0.808,0.437,0.019,0.226,0.082,0.702,0.385]",0.5178,51,2026-05-19 23:49:23,2026-06-16 14:43:22,"{""svc"":""payments-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
457,crashloop,auth-gateway-spike,prod-use2-eks,identity,"[0.702,0.13,0.751,0.874,0.233,0.497,0.417,0.334,0.143,0.852,0.263,0.044]",0.536,37,2026-05-09 02:03:01,2026-05-28 13:35:47,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
458,latency,orders-worker-rampup,prod-usw2-eks,orders,"[0.163,0.76,0.208,0.934,0.077,0.677,0.312,0.209,0.044,0.096,0.244,0.979]",0.7606,180,2026-05-18 04:08:52,2026-06-19 10:41:45,"{""svc"":""orders-worker"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
459,oom,checkout-web-sawtooth,prod-use2-eks,checkout,"[0.194,0.173,0.635,0.271,0.361,0.737,0.947,0.361,0.989,0.078,0.373,0.921]",0.7745,33,2026-04-29 03:33:09,2026-06-09 14:22:02,"{""svc"":""checkout-web"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
460,cpu_spike,ledger-svc-sawtooth,prod-use2-eks,ledger,"[0.969,0.97,0.151,0.754,0.063,0.484,0.447,0.802,0.636,0.422,0.593,0.414]",0.6325,26,2026-05-02 14:10:02,2026-06-07 04:36:26,"{""svc"":""ledger-svc"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
461,latency,payments-worker-plateau,prod-usw2-eks,payments,"[0.712,0.591,0.88,0.796,0.767,0.95,0.072,0.428,0.295,0.768,0.568,0.036]",0.8998,188,2026-05-05 14:12:03,2026-06-18 10:56:53,"{""svc"":""payments-worker"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
462,latency,coredns-sawtooth,prod-use2-eks,kube-system,"[0.4,0.882,0.398,0.659,0.168,0.334,0.136,0.868,0.622,0.375,0.429,0.636]",0.734,136,2026-05-21 21:19:09,2026-06-20 09:09:02,"{""svc"":""coredns"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
463,oom,ledger-svc-rampup,prod-use2-eks,ledger,"[0.864,0.952,0.445,0.409,0.807,0.981,0.142,0.321,0.436,0.782,0.973,0.884]",0.5636,70,2026-04-28 18:28:48,2026-06-08 23:34:16,"{""svc"":""ledger-svc"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
464,latency,checkout-web-rampup,prod-use2-eks,checkout,"[0.661,0.369,0.459,0.678,0.947,0.9,0.015,0.327,0.134,0.622,0.306,0.722]",0.5652,71,2026-04-26 06:03:41,2026-05-31 12:56:00,"{""svc"":""checkout-web"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
465,oom,coredns-sawtooth,prod-use2-eks,kube-system,"[0.538,0.979,0.069,0.262,0.33,0.194,0.826,0.294,0.811,0.071,0.585,0.886]",0.889,150,2026-04-24 16:36:23,2026-06-13 15:35:14,"{""svc"":""coredns"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
466,memory_leak,inventory-svc-spike,dr-use1-eks,inventory,"[0.671,0.924,0.634,0.628,0.423,0.996,0.781,0.175,0.054,0.989,0.165,0.498]",0.867,61,2026-05-21 04:23:26,2026-06-03 06:01:45,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
467,memory_leak,notifications-rampup,prod-use2-eks,notifications,"[0.773,0.571,0.775,0.73,0.236,0.639,0.672,0.146,0.126,0.725,0.44,0.955]",0.807,85,2026-05-23 23:15:34,2026-06-13 19:12:54,"{""svc"":""notifications"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
468,crashloop,checkout-web-plateau,staging-use2-eks,checkout,"[0.74,0.568,0.037,0.168,0.955,0.827,0.02,0.949,0.589,0.957,0.439,0.718]",0.6456,104,2026-04-30 02:25:35,2026-06-04 15:32:43,"{""svc"":""checkout-web"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
469,memory_leak,cart-svc-rampup,prod-use2-eks,checkout,"[0.553,0.168,0.693,0.368,0.705,0.063,0.741,0.147,0.832,0.316,0.327,0.378]",0.7151,61,2026-05-08 11:12:29,2026-06-01 05:15:15,"{""svc"":""cart-svc"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
470,latency,search-api-plateau,prod-use2-eks,search,"[0.06,0.98,0.795,0.399,0.031,0.01,0.923,0.506,0.882,0.722,0.706,0.089]",0.5597,15,2026-04-30 19:48:28,2026-06-17 04:55:49,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
471,latency,config-svc-sawtooth,prod-use2-eks,platform,"[0.182,0.688,0.231,0.752,0.668,0.273,0.451,0.223,0.016,0.35,0.577,0.592]",0.6544,63,2026-04-27 23:00:57,2026-06-07 17:24:37,"{""svc"":""config-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
472,memory_leak,auth-gateway-spike,prod-use2-eks,identity,"[0.602,0.19,0.406,0.082,0.877,0.903,0.722,0.997,0.869,0.771,0.809,0.599]",0.8094,123,2026-05-21 15:49:29,2026-06-22 04:10:39,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
473,oom,auth-gateway-sawtooth,prod-usw2-eks,identity,"[0.037,0.652,0.88,0.744,0.594,0.456,0.175,0.147,0.789,0.882,0.04,0.336]",0.8625,35,2026-05-19 14:18:03,2026-06-20 21:14:43,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
474,crashloop,auth-gateway-rampup,prod-use2-eks,identity,"[0.826,0.682,0.727,0.214,0.617,0.698,0.055,0.999,0.583,0.127,0.093,0.581]",0.9674,128,2026-04-30 17:50:39,2026-05-25 21:17:42,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
