id,agent_id,agent_type,agent_layer,cluster_group,environment,status,last_heartbeat,uptime_seconds,messages_processed,predictions_made,escalations_sent,actions_executed,created_at,updated_at
447,worker-prod-usw2-eks-h002,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:18,503255,148725,7191,3640,1101,2026-06-17 16:12:25,2026-06-23 12:00:00
448,worker-prod-usw2-eks-h003,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:37,1122365,189465,4893,3065,5850,2026-06-10 12:13:55,2026-06-23 12:00:00
449,worker-prod-usw2-eks-h004,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:57:54,1008108,73409,36715,3526,1129,2026-06-11 19:58:12,2026-06-23 12:00:00
450,worker-prod-usw2-eks-h005,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:21,695040,391024,24341,2623,5862,2026-06-15 10:56:00,2026-06-23 12:00:00
451,worker-prod-usw2-eks-h006,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:10,1543880,456409,13844,3366,4663,2026-06-05 15:08:40,2026-06-23 12:00:00
452,worker-prod-usw2-eks-h007,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:19,2267888,133174,35145,715,5276,2026-05-28 06:01:52,2026-06-23 12:00:00
453,worker-prod-usw2-eks-h008,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:58,2132875,112893,13235,3886,7338,2026-05-29 19:32:05,2026-06-23 12:00:00
454,worker-prod-usw2-eks-h009,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:59:43,401460,425710,24232,1339,1970,2026-06-18 20:29:00,2026-06-23 12:00:00
455,worker-prod-usw2-eks-h010,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:56:55,1080746,370674,32165,2586,7663,2026-06-10 23:47:34,2026-06-23 12:00:00
456,worker-prod-usw2-eks-h011,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:02,1023291,122032,22408,677,1083,2026-06-11 15:45:09,2026-06-23 12:00:00
457,worker-prod-usw2-eks-h012,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:14,981695,228794,8020,3477,21,2026-06-12 03:18:25,2026-06-23 12:00:00
458,worker-prod-usw2-eks-h013,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:30,212057,265247,9182,683,1507,2026-06-21 01:05:43,2026-06-23 12:00:00
459,worker-prod-usw2-eks-h014,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:36,385088,404653,4615,362,6797,2026-06-19 01:01:52,2026-06-23 12:00:00
460,worker-prod-usw2-eks-h015,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:57:02,1082447,442352,8382,2145,2816,2026-06-10 23:19:13,2026-06-23 12:00:00
461,worker-prod-usw2-eks-h016,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:23,256367,286106,39836,2511,7132,2026-06-20 12:47:13,2026-06-23 12:00:00
462,worker-prod-usw2-eks-h017,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:36,2338849,228792,32550,1628,6856,2026-05-27 10:19:11,2026-06-23 12:00:00
463,worker-prod-usw2-eks-h018,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:59:53,670439,6915,31225,2348,806,2026-06-15 17:46:01,2026-06-23 12:00:00
464,worker-prod-usw2-eks-h019,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:59:42,1844142,328657,27073,3503,4788,2026-06-02 03:44:18,2026-06-23 12:00:00
465,worker-prod-usw2-eks-h020,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:57:32,1348654,413021,38819,725,7985,2026-06-07 21:22:26,2026-06-23 12:00:00
466,worker-prod-usw2-eks-h021,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:56:39,940937,73600,21268,38,5538,2026-06-12 14:37:43,2026-06-23 12:00:00
467,worker-prod-usw2-eks-h022,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:08,2028225,303804,25620,3505,2602,2026-05-31 00:36:15,2026-06-23 12:00:00
468,worker-prod-usw2-eks-h023,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:59:29,790511,367482,774,458,7311,2026-06-14 08:24:49,2026-06-23 12:00:00
469,worker-prod-usw2-eks-h024,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:55:35,1837691,123003,9315,661,7841,2026-06-02 05:31:49,2026-06-23 12:00:00
470,worker-prod-usw2-eks-h025,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:56:42,2307979,68965,28773,156,7875,2026-05-27 18:53:41,2026-06-23 12:00:00
471,worker-prod-usw2-eks-h026,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:42,2309248,123061,37610,1916,4774,2026-05-27 18:32:32,2026-06-23 12:00:00
472,worker-prod-usw2-eks-h027,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:55:14,56421,240424,5761,2154,6170,2026-06-22 20:19:39,2026-06-23 12:00:00
473,worker-prod-usw2-eks-h028,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:29,1743601,359713,13839,1725,5244,2026-06-03 07:39:59,2026-06-23 12:00:00
474,worker-prod-usw2-eks-h029,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:31,1081173,110714,1018,2707,4279,2026-06-10 23:40:27,2026-06-23 12:00:00
475,worker-prod-usw2-eks-h030,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:23,349372,78197,15827,1167,2769,2026-06-19 10:57:08,2026-06-23 12:00:00
476,worker-prod-usw2-eks-h031,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:25,1274612,129493,38705,874,6294,2026-06-08 17:56:28,2026-06-23 12:00:00
477,worker-prod-usw2-eks-h032,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:36,1578359,407070,3991,1863,4357,2026-06-05 05:34:01,2026-06-23 12:00:00
478,worker-prod-usw2-eks-h033,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:55:11,2064192,118756,30322,3280,6124,2026-05-30 14:36:48,2026-06-23 12:00:00
479,worker-prod-usw2-eks-h000,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:26,111960,340436,248,3306,4532,2026-06-22 04:54:00,2026-06-23 12:00:00
480,worker-prod-usw2-eks-h001,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:56:58,2429884,12931,11187,808,6332,2026-05-26 09:01:56,2026-06-23 12:00:00
481,worker-prod-usw2-eks-h002,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:59:58,1561364,282271,32656,3618,3485,2026-06-05 10:17:16,2026-06-23 12:00:00
482,worker-prod-usw2-eks-h003,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:49,2388138,201142,12054,1555,4830,2026-05-26 20:37:42,2026-06-23 12:00:00
483,worker-prod-usw2-eks-h004,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:56:47,1512895,334789,23810,374,927,2026-06-05 23:45:05,2026-06-23 12:00:00
484,worker-prod-usw2-eks-h005,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:52,1552942,155722,34257,3535,7968,2026-06-05 12:37:38,2026-06-23 12:00:00
485,worker-prod-usw2-eks-h006,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:59:16,1172276,402683,32446,1678,3375,2026-06-09 22:22:04,2026-06-23 12:00:00
486,worker-prod-usw2-eks-h007,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:23,1804198,47963,31438,2044,1590,2026-06-02 14:50:02,2026-06-23 12:00:00
487,worker-prod-usw2-eks-h008,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:50,2561750,385364,35099,3893,2985,2026-05-24 20:24:10,2026-06-23 12:00:00
488,worker-prod-usw2-eks-h009,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:36,2552241,267086,34310,791,7707,2026-05-24 23:02:39,2026-06-23 12:00:00
489,worker-prod-usw2-eks-h010,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:59:28,118391,136864,20855,2502,638,2026-06-22 03:06:49,2026-06-23 12:00:00
490,worker-prod-usw2-eks-h011,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:48,2026033,249088,37365,3772,1459,2026-05-31 01:12:47,2026-06-23 12:00:00
491,worker-prod-usw2-eks-h012,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:18,1180317,471707,11022,3049,2174,2026-06-09 20:08:03,2026-06-23 12:00:00
492,worker-prod-usw2-eks-h013,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:36,2118247,246695,9680,2742,7240,2026-05-29 23:35:53,2026-06-23 12:00:00
493,worker-prod-usw2-eks-h014,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:57:05,1079796,98545,9869,3095,123,2026-06-11 00:03:24,2026-06-23 12:00:00
494,worker-prod-usw2-eks-h015,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:59:17,522479,239968,35216,2009,7478,2026-06-17 10:52:01,2026-06-23 12:00:00
495,worker-prod-usw2-eks-h016,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:58:42,890355,295189,12171,1600,5133,2026-06-13 04:40:45,2026-06-23 12:00:00
496,worker-prod-usw2-eks-h017,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:55:56,1498680,129151,25175,1141,2657,2026-06-06 03:42:00,2026-06-23 12:00:00
497,worker-prod-usw2-eks-h018,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:29,2172662,123988,24690,678,2235,2026-05-29 08:28:58,2026-06-23 12:00:00
498,worker-prod-usw2-eks-h019,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:25,1953736,379704,29624,1697,1870,2026-05-31 21:17:44,2026-06-23 12:00:00
499,worker-prod-usw2-eks-h020,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:53,2390373,342677,14707,2941,2787,2026-05-26 20:00:27,2026-06-23 12:00:00
500,worker-prod-usw2-eks-h021,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:58:51,721140,341595,8188,2492,5312,2026-06-15 03:41:00,2026-06-23 12:00:00
501,worker-prod-usw2-eks-h022,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:18,1648043,283323,33064,3296,5621,2026-06-04 10:12:37,2026-06-23 12:00:00
502,worker-prod-usw2-eks-h023,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:34,366931,428343,5026,2520,2805,2026-06-19 06:04:29,2026-06-23 12:00:00
503,worker-prod-usw2-eks-h024,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:56:11,65152,441362,10676,2420,3807,2026-06-22 17:54:08,2026-06-23 12:00:00
504,worker-prod-usw2-eks-h025,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:50,1067144,427060,35185,349,2927,2026-06-11 03:34:16,2026-06-23 12:00:00
505,worker-prod-usw2-eks-h026,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:39,2330607,18380,23445,3170,2404,2026-05-27 12:36:33,2026-06-23 12:00:00
506,worker-prod-usw2-eks-h027,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:38,1751220,330379,38224,3123,7806,2026-06-03 05:33:00,2026-06-23 12:00:00
507,worker-prod-usw2-eks-h028,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:01,67147,368423,16381,919,4091,2026-06-22 17:20:53,2026-06-23 12:00:00
508,worker-prod-usw2-eks-h029,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:50,340597,114481,14227,1934,2873,2026-06-19 13:23:23,2026-06-23 12:00:00
509,worker-prod-usw2-eks-h030,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:56:20,2587946,434185,7528,2670,4013,2026-05-24 13:07:34,2026-06-23 12:00:00
510,worker-prod-usw2-eks-h031,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:57:58,1630365,350112,13010,2831,7764,2026-06-04 15:07:15,2026-06-23 12:00:00
511,worker-prod-usw2-eks-h032,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:57:06,795684,155868,21982,2077,1348,2026-06-14 06:58:36,2026-06-23 12:00:00
512,worker-prod-usw2-eks-h033,worker,worker,prod-usw2-eks,prod,active,2026-06-23 12:00:00,1075787,488997,32553,3261,4194,2026-06-11 01:10:13,2026-06-23 12:00:00
513,worker-prod-usw2-eks-h000,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:08,1223327,440729,24509,1061,1697,2026-06-09 08:11:13,2026-06-23 12:00:00
514,worker-prod-usw2-eks-h001,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:32,1073116,254227,30246,1823,1986,2026-06-11 01:54:44,2026-06-23 12:00:00
515,worker-prod-usw2-eks-h002,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:08,296816,148589,9290,2573,4551,2026-06-20 01:33:04,2026-06-23 12:00:00
516,worker-prod-usw2-eks-h003,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:38,2295037,249791,2568,2926,7879,2026-05-27 22:29:23,2026-06-23 12:00:00
517,worker-prod-usw2-eks-h004,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:03,2156527,309735,3937,1200,1149,2026-05-29 12:57:53,2026-06-23 12:00:00
518,worker-prod-usw2-eks-h005,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:59:39,1449166,155363,38115,1516,6708,2026-06-06 17:27:14,2026-06-23 12:00:00
519,worker-prod-usw2-eks-h006,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:35,569189,60976,34523,3505,686,2026-06-16 21:53:31,2026-06-23 12:00:00
520,worker-prod-usw2-eks-h007,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:56:29,194153,489293,238,3932,5001,2026-06-21 06:04:07,2026-06-23 12:00:00
521,worker-prod-usw2-eks-h008,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:14,1731126,170371,38959,2347,4532,2026-06-03 11:07:54,2026-06-23 12:00:00
522,worker-prod-usw2-eks-h009,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:11,1047218,24728,25994,1348,194,2026-06-11 09:06:22,2026-06-23 12:00:00
523,worker-prod-usw2-eks-h010,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:40,2155723,5176,30032,3944,2606,2026-05-29 13:11:17,2026-06-23 12:00:00
524,worker-prod-usw2-eks-h011,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:12,362049,209405,12630,1724,2561,2026-06-19 07:25:51,2026-06-23 12:00:00
525,worker-prod-usw2-eks-h012,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:56:08,872775,359874,35723,1903,1111,2026-06-13 09:33:45,2026-06-23 12:00:00
526,worker-prod-usw2-eks-h013,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:56:12,2422606,367885,30453,1516,7598,2026-05-26 11:03:14,2026-06-23 12:00:00
527,worker-prod-usw2-eks-h014,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:57:15,2401428,10822,23871,1940,3141,2026-05-26 16:56:12,2026-06-23 12:00:00
528,worker-prod-usw2-eks-h015,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:05,2504984,495205,38650,1546,5415,2026-05-25 12:10:16,2026-06-23 12:00:00
529,worker-prod-usw2-eks-h016,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:55:54,2040049,157180,24952,3070,2397,2026-05-30 21:19:11,2026-06-23 12:00:00
530,worker-prod-usw2-eks-h017,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:15,2508298,340169,20145,2983,4893,2026-05-25 11:15:02,2026-06-23 12:00:00
531,worker-prod-usw2-eks-h018,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:15,1550029,9154,25427,1955,2379,2026-06-05 13:26:11,2026-06-23 12:00:00
532,worker-prod-usw2-eks-h019,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:32,308296,178982,24042,3435,5637,2026-06-19 22:21:44,2026-06-23 12:00:00
533,worker-prod-usw2-eks-h020,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:17,485130,193617,9140,3765,1492,2026-06-17 21:14:30,2026-06-23 12:00:00
534,worker-prod-usw2-eks-h021,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:59:33,2199023,380386,8689,911,3257,2026-05-29 01:09:37,2026-06-23 12:00:00
535,worker-prod-usw2-eks-h022,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:34,676719,264082,38257,1563,385,2026-06-15 16:01:21,2026-06-23 12:00:00
536,worker-prod-usw2-eks-h023,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:59:05,561977,122495,35650,1931,4965,2026-06-16 23:53:43,2026-06-23 12:00:00
537,worker-prod-usw2-eks-h024,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:46,1239665,145465,36570,571,2824,2026-06-09 03:38:55,2026-06-23 12:00:00
538,worker-prod-usw2-eks-h025,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:59:13,1574157,194344,39868,3268,3248,2026-06-05 06:44:03,2026-06-23 12:00:00
539,worker-prod-usw2-eks-h026,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:55:02,106100,72626,20964,3528,7493,2026-06-22 06:31:40,2026-06-23 12:00:00
540,worker-prod-usw2-eks-h027,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:59:07,906169,174884,38046,2607,294,2026-06-13 00:17:11,2026-06-23 12:00:00
541,worker-prod-usw2-eks-h028,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:59:45,651202,24636,18236,3592,2472,2026-06-15 23:06:38,2026-06-23 12:00:00
542,worker-prod-usw2-eks-h029,worker,worker,prod-usw2-eks,prod,degraded,2026-06-23 11:55:11,661951,282359,12665,1179,2041,2026-06-15 20:07:29,2026-06-23 12:00:00
543,worker-prod-usw2-eks-h030,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:57:56,2397325,267688,32757,756,3037,2026-05-26 18:04:35,2026-06-23 12:00:00
544,worker-prod-usw2-eks-h031,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:58:32,2288040,265184,23198,935,7834,2026-05-28 00:26:00,2026-06-23 12:00:00
545,worker-prod-usw2-eks-h032,worker,worker,prod-usw2-eks,prod,stopped,2026-06-23 11:58:49,18017,292848,36101,3089,4144,2026-06-23 06:59:43,2026-06-23 12:00:00
546,worker-prod-usw2-eks-h033,worker,worker,prod-usw2-eks,prod,active,2026-06-23 11:56:14,2174734,205286,20542,1948,4019,2026-05-29 07:54:26,2026-06-23 12:00:00
547,cluster_manager-prod-usw2-eks-h000,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:56:03,1435545,94805,33668,1648,4294,2026-06-06 21:14:15,2026-06-23 12:00:00
548,cluster_manager-prod-usw2-eks-h001,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:55:32,2508569,319119,13134,1799,2161,2026-05-25 11:10:31,2026-06-23 12:00:00
549,cluster_manager-prod-usw2-eks-h002,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:56:52,1553097,473661,4664,3894,5075,2026-06-05 12:35:03,2026-06-23 12:00:00
550,cluster_manager-prod-usw2-eks-h003,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:55:22,432545,196673,33683,1927,1155,2026-06-18 11:50:55,2026-06-23 12:00:00
551,cluster_manager-prod-usw2-eks-h004,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:56:33,1637185,284687,18248,2341,3591,2026-06-04 13:13:35,2026-06-23 12:00:00
552,cluster_manager-prod-usw2-eks-h005,cluster_manager,manager,prod-usw2-eks,prod,stopped,2026-06-23 11:58:23,742245,270151,39705,2337,3272,2026-06-14 21:49:15,2026-06-23 12:00:00
553,cluster_manager-prod-usw2-eks-h006,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:55:23,2034600,142907,35233,3668,2048,2026-05-30 22:50:00,2026-06-23 12:00:00
554,cluster_manager-prod-usw2-eks-h007,cluster_manager,manager,prod-usw2-eks,prod,degraded,2026-06-23 11:59:41,137302,414828,7359,3730,4491,2026-06-21 21:51:38,2026-06-23 12:00:00
555,cluster_manager-prod-usw2-eks-h008,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:57:34,225515,378365,22678,76,7287,2026-06-20 21:21:25,2026-06-23 12:00:00
556,cluster_manager-prod-usw2-eks-h009,cluster_manager,manager,prod-usw2-eks,prod,degraded,2026-06-23 11:55:47,2101507,229033,5002,2353,7732,2026-05-30 04:14:53,2026-06-23 12:00:00
557,cluster_manager-prod-usw2-eks-h010,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:59:46,951594,214567,19779,1859,1590,2026-06-12 11:40:06,2026-06-23 12:00:00
558,cluster_manager-prod-usw2-eks-h011,cluster_manager,manager,prod-usw2-eks,prod,stopped,2026-06-23 11:58:37,2206960,229009,17970,1899,7276,2026-05-28 22:57:20,2026-06-23 12:00:00
559,cluster_manager-prod-usw2-eks-h012,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:56:26,1764595,51328,19370,118,467,2026-06-03 01:50:05,2026-06-23 12:00:00
560,cluster_manager-prod-usw2-eks-h013,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:59:07,1631098,217501,38114,1099,810,2026-06-04 14:55:02,2026-06-23 12:00:00
561,cluster_manager-prod-usw2-eks-h014,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:57:43,1911479,53829,4842,686,1832,2026-06-01 09:02:01,2026-06-23 12:00:00
562,cluster_manager-prod-usw2-eks-h015,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:59:37,1699270,480091,22442,967,7712,2026-06-03 19:58:50,2026-06-23 12:00:00
563,cluster_manager-prod-usw2-eks-h016,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:56:30,1399827,359068,15373,561,1977,2026-06-07 07:09:33,2026-06-23 12:00:00
564,cluster_manager-prod-usw2-eks-h017,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:57:40,1236180,125362,38950,2236,3398,2026-06-09 04:37:00,2026-06-23 12:00:00
565,cluster_manager-prod-usw2-eks-h018,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:55:49,422747,282543,33655,3824,2890,2026-06-18 14:34:13,2026-06-23 12:00:00
566,cluster_manager-prod-usw2-eks-h019,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:58:49,573168,346864,21356,3836,6306,2026-06-16 20:47:12,2026-06-23 12:00:00
567,cluster_manager-prod-usw2-eks-h020,cluster_manager,manager,prod-usw2-eks,prod,stopped,2026-06-23 11:56:22,364064,407173,18859,469,2417,2026-06-19 06:52:16,2026-06-23 12:00:00
568,cluster_manager-prod-usw2-eks-h021,cluster_manager,manager,prod-usw2-eks,prod,degraded,2026-06-23 11:58:25,2511197,51814,7069,2308,740,2026-05-25 10:26:43,2026-06-23 12:00:00
569,cluster_manager-prod-usw2-eks-h022,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:57:40,1935518,409205,20301,501,2104,2026-06-01 02:21:22,2026-06-23 12:00:00
570,cluster_manager-prod-usw2-eks-h023,cluster_manager,manager,prod-usw2-eks,prod,active,2026-06-23 11:59:01,269137,481261,37837,1875,3443,2026-06-20 09:14:23,2026-06-23 12:00:00
571,cluster_manager-prod-usw2-eks-h024,cluster_manager,manager,prod-usw2-eks,prod,degraded,2026-06-23 11:57:24,2089596,328862,37996,1121,6193,2026-05-30 07:33:24,2026-06-23 12:00:00
572,cluster_manager-prod-usw2-eks-h025,cluster_manager,manager,prod-usw2-eks,prod,stopped,2026-06-23 11:55:34,1581768,401444,24713,3990,4157,2026-06-05 04:37:12,2026-06-23 12:00:00
